unit,na_item,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 
CLV10_MEUR,P7_S21,AT	139729.1 	125960.9 	145303.7 	141884.1 	135918.1 	129027.9 	122661.4 	119185.5 	115820.4 	112730.4 	112364.2 	105184.0 	93189.4 	106051.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,BE	259771.4 p	231685.1 p	263040.2 	257177.8 	253859.2 	237557.1 	220491.0 	220336.7 	207563.7 	209258.2 	209910.4 	199326.6 	182616.5 	204407.5 	197498.0 	190756.0 	180794.4 	172183.9 	161521.1 	157379.9 	151570.8 	152256.8 	136085.7 	128812.7 	122252.2 	115515.3 	110163.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,BG	21726.5 	19581.3 	21058.7 	20290.8 	19318.5 	18617.0 	17109.2 	15837.6 	14617.1 	13820.1 	13179.2 	11872.8 	12576.4 	15174.7 	14846.8 	11086.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,CY	8742.3 p	7082.6 p	8924.3 	8696.6 	8339.1 	7290.1 	6615.8 	6181.8 	5834.8 	6174.6 	6367.3 	6762.7 	6486.2 	7573.9 	7375.5 	6464.2 	6120.4 	5759.2 	4714.1 	4478.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,CZ	: 	: 	99540.7 	98866.0 	94037.1 	90273.4 	86324.8 	81694.3 	72751.7 	71878.7 	70216.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,DK	90477.7 	83843.3 	95203.7 	93372.8 	87890.7 	85328.1 	79755.0 	75733.9 	73946.6 	73949.5 	72065.5 	67059.7 	67024.9 	77332.8 	75746.9 	70819.7 	62334.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,EE	16628.7 	14202.3 	14406.3 	13969.0 	13331.8 	12840.3 	12021.6 	12272.8 	11920.7 	11563.5 	10759.5 	8408.7 	6952.3 	9941.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,EL	38528.8 p	32603.1 p	36529.9 	35351.3 	32533.9 	30361.2 	28990.3 	30269.8 	28014.0 	29961.2 	32958.9 	36128.3 b	38147.9 	45575.8 	45826.8 	39173.4 	35630.4 	35361.3 	31921.7 	30178.2 	30932.8 	31395.2 	27705.2 	24325.1 	20831.4 	18831.7 	17878.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,FI	60333.0 	56225.7 	62025.4 	60972.8 	58122.0 	55612.8 	52367.5 	49788.1 	50832.0 	48229.4 	46166.6 	44303.0 	42578.9 	49245.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,FR	416857.3 	385494.3 p	451696.8 p	444035.3 	429859.0 	406861.1 	393653.0 	376417.9 	362458.6 	354432.8 	350133.4 	329417.0 	302967.8 	341542.5 	342971.1 	321421.2 	309487.5 	285716.2 	262148.4 	264245.8 	258425.8 	253685.5 	223085.2 	207869.0 	184394.2 	171443.9 	164306.8 	151810.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,HU	89292.6 p	81493.1 	89972.7 	84545.2 	80022.9 	74589.2 	70849.4 	67084.7 	58759.1 	54991.9 	55659.8 	52285.3 	47493.8 	55060.9 	52226.1 	44827.4 	39045.1 	34697.0 	24493.7 	22366.1 	20894.8 	19949.1 	17084.0 	15078.6 	12326.3 	9520.7 	9114.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,IE	75769.9 	64194.3 	128610.7 	118275.7 	108326.0 	99557.7 	92584.9 	88700.3 	81880.0 	81347.0 	86045.5 	84536.3 	83724.4 	87893.7 	88791.3 	79001.5 	71363.9 	64672.0 	64312.1 	68592.1 	62159.5 	55984.5 	46005.1 	40841.1 	31964.9 	27399.5 	24229.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,IT	283476.2 	243446.7 	293297.8 	294265.5 	287173.8 	269342.8 	258181.2 	242229.9 	230033.3 	229677.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,LT	25218.7 	21671.4 	21987.4 	20653.6 	19830.2 	17966.2 	16353.6 	14036.2 	13726.5 	12623.4 	11799.4 	10337.2 	9212.6 	12607.0 	13471.8 	11089.6 	9116.1 	7642.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,LU	57745.8 p	52119.7 	62774.9 	60246.0 	58359.1 	58121.5 	54807.6 	52071.8 	47782.6 	45466.7 	41810.8 	40417.6 	37324.5 	40705.9 	38773.4 	38148.2 	34830.7 	33346.1 	31103.4 	29748.5 	30076.2 	28099.0 	23383.3 	21630.2 	18484.0 	16415.7 	15288.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,LV	14185.4 	12363.5 	12808.6 	12165.3 	11458.2 	10600.9 	10259.2 	10296.9 	9787.0 	9634.6 	9032.3 	7086.7 	6276.3 	9347.7 	10674.8 	8924.8 	7040.4 	5859.4 	4850.9 	4411.1 	4211.1 	3522.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,MT	6674.5 	5730.6 	8562.5 	7772.8 	7404.5 	6629.8 	6621.3 	5030.3 	4592.6 	4804.4 	4481.5 	4060.8 	3538.3 	3799.7 	3839.3 	3444.3 	2877.6 	2706.7 	2653.4 e	2581.5 e	2555.8 e	3038.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,NL	281160.5 p	274859.2 	303365.4 	296600.2 	282015.9 	255485.1 	255348.3 	229136.9 	226206.8 	216555.4 	214890.0 	206718.0 	203241.2 	219082.4 	222926.8 	200450.9 	186696.8 	182200.6 	171521.6 	168504.6 	162835.9 	160137.4 	154867.8 	145753.6 	137452.4 	129504.5 	118998.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,PL	186500.1 	163555.3 	174023.4 	170242.5 	161382.7 	149208.7 	136226.5 	127075.4 	115870.2 	111419.4 	114778.8 	111095.7 	97831.0 	110777.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,PT	64800.5 p	57640.4 	69164.9 	66197.0 	62492.0 	57837.0 	54767.3 	51300.4 	46225.1 	44084.6 	48243.1 	51587.9 	47972.1 	52327.3 	50694.9 	47891.9 	44356.4 	43596.3 	39840.1 	39605.1 	38661.4 	38390.9 	36588.8 	33419.2 	28879.2 	26100.7 	23919.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,RO	82508.5 b	72893.0 b	80175.0 	73486.0 	68137.4 	61236.4 	52357.3 	47575.1 	43935.9 	38896.3 	39077.9 	35348.8 	31170.2 	37657.0 	34302.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,SE	137465.9 	125345.3 	146833.7 	143362.4 	139397.4 	132895.1 	124342.4 	116993.1 	111871.8 	109810.7 	109224.3 	101816.9 	91397.3 	108064.0 	106654.9 	95891.3 	88411.1 	83454.9 	77869.8 	69005.7 	69520.9 	71137.9 	63535.2 	60891.8 	54933.4 	48996.8 	47421.9 	44153.0 	39014.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,SI	27917.3 	23714.0 	27027.9 	26017.0 	24473.0 	22255.5 	20802.2 	19507.5 	18179.3 	17190.5 	17857.7 	16984.8 	16104.6 	19758.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,SK	51846.8 	46929.2 	50333.4 	49283.8 	47328.6 	46340.4 	45726.7 	41684.6 	39926.8 	37781.5 	37560.0 	35650.5 	31814.1 	38701.3 	37331.4 	34223.2 	29381.0 	25311.4 	14145.9 	12305.8 	12779.3 	10341.3 	10187.7 	10332.2 	9433.2 	7490.9 	5942.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S21,UK	: 	: 	392243.4 	391358.7 	378632.9 	367598.4 	353590.5 	335017.3 	317771.1 	306494.1 	296651.9 	289393.1 	269942.8 	301613.6 	314502.8 	340216.2 	301343.3 	278008.2 	266312.3 	267392.5 	243478.3 	221292.8 	208416.4 	193037.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,AT	110291.1 	100304.3 	111309.1 	109224.9 	105463.9 	100468.0 	96231.0 	93358.0 	91612.1 	90340.9 	90565.3 	85094.9 	75778.1 	82968.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,BE	236275.1 p	207982.7 p	216884.9 	212375.1 	208996.8 	195715.0 	180240.5 	182314.7 	171836.9 	173328.9 	172577.9 	165350.6 	152487.5 	168795.0 	162578.9 	156129.9 	148015.8 	140354.3 	131843.9 	128783.3 	121647.2 	122431.7 	109849.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,BG	14823.8 	13288.6 	14177.3 	13791.3 	13107.2 	12522.0 	11638.5 	10942.2 	10266.3 	9836.8 	9343.1 	8278.8 	8769.7 	10582.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,CY	7537.5 p	6157.6 p	6545.0 	6259.1 	6231.6 	5662.2 	4705.5 	4645.4 	4409.6 	4601.4 	4725.9 	5048.4 	4936.4 	5742.3 	5521.7 	5040.9 	4727.5 	4457.0 	3518.1 	3325.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,CZ	: 	: 	75712.3 	75055.3 	71643.5 	68562.8 	65641.7 	62426.8 	55700.2 	56011.2 	54532.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,DK	65286.1 	60810.5 	61338.9 	59451.6 	55421.7 	54647.3 	49515.6 	46727.9 	45601.0 	45289.1 	43944.9 	41102.8 	41551.1 	47985.1 	47906.1 	45298.8 	40123.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,EE	12995.5 	10988.9 	10214.4 	9907.7 	9439.2 	9077.6 	8490.3 	7597.4 	7303.4 	5613.7 	5020.8 	4117.9 	3441.7 	5180.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,EL	31738.4 p	26710.3 p	27610.6 	26191.0 	23938.1 	22177.8 	21501.2 	22376.0 	20731.8 	21720.7 	24526.9 	27124.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,FI	36777.3 	34306.2 	36289.9 	35620.2 	33997.5 	32503.0 	30249.5 	28370.3 	29756.5 	28613.5 	27422.2 	26646.0 	25616.1 	29741.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,FR	343968.0 	319381.4 p	353009.2 p	348457.8 	339767.8 	322317.5 	313601.5 	300607.4 	291271.9 	281851.7 	279056.0 	263905.0 	239924.5 	259912.6 	260847.7 	245127.1 	238189.9 	220605.0 	209064.5 	207859.1 	202020.5 	196773.6 	171665.6 	160293.4 	141265.4 	132316.6 	127813.4 	117575.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,HU	70380.5 p	62650.5 	67602.8 	63556.2 	60670.2 	56526.4 	53373.2 	51444.1 	45288.2 	43513.3 	43286.0 	40508.9 	37295.1 	43026.3 	34855.0 	31102.8 	27418.7 	24374.0 	18913.7 	17324.0 	16478.9 	15724.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,IE	68712.9 	57942.8 	80966.6 	73928.3 	68530.8 	61542.6 	54709.3 	49317.4 	45509.1 	45656.6 	48076.4 	46446.9 	45979.6 	45643.1 	43923.3 	39877.3 	36075.2 	33587.4 	32061.2 	28714.5 	23501.8 	24179.6 	19872.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,IT	236374.6 	203299.0 	230202.5 	230519.2 	225651.9 	211812.7 	204775.3 	191636.1 	183728.9 	185004.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,LT	17329.3 	14611.1 	14357.7 	13425.5 	12948.4 	11766.7 	10797.8 	9200.5 	7383.8 	6723.9 	6524.9 	5204.1 	4626.1 	6269.6 	6918.1 	5804.3 	4985.1 	4536.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,LU	54712.5 p	49344.9 	51120.4 	48129.6 	46336.8 	46990.5 	44164.3 	42153.1 	39225.2 	37772.3 	34760.9 	33726.4 	31730.3 	34514.5 	32868.8 	32451.7 	30229.0 	29582.4 	27755.4 	26244.7 	26241.2 	24476.8 	20565.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,LV	10953.4 	9404.6 	9482.8 	8989.7 	8508.6 	7725.1 	7566.3 	5470.2 	4927.2 	4920.2 	4670.6 	3765.4 	3320.5 	4993.7 	6013.3 	4992.7 	3972.9 	3373.3 	2988.5 	2706.0 	2651.6 	2141.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,MT	5051.4 	4210.5 	4516.9 	4322.5 	3981.7 	3631.5 	4052.8 	2943.2 	3211.9 	3536.7 	3286.9 	2879.7 	2457.0 	2677.9 	2661.5 	2630.9 	2196.3 	2025.4 	1988.6 e	1924.7 e	1905.3 e	2254.1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,NL	228301.7 p	220951.3 	225053.8 	218737.2 	210262.8 	191887.8 	191440.9 	169727.3 	165501.2 	159604.8 	160379.0 	155345.0 	153369.5 	168597.5 	173210.5 	160864.8 	150199.1 	147649.8 	141497.1 	137321.8 	129974.4 	126222.7 	126269.4 	119291.8 	112015.0 	107059.0 	98515.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,PL	156895.5 	137415.6 	138855.3 	135780.1 	128654.5 	118747.0 	108382.7 	99905.2 	90807.2 	87863.3 	90699.4 	88043.2 	78476.5 	86027.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,PT	60059.7 p	53817.4 	61036.6 	58887.8 	55621.4 	51159.0 	48267.7 	45343.2 	40861.5 	39113.9 	42586.9 	45374.0 	41496.9 	44772.4 	43417.4 	41010.1 	37995.9 	37565.9 	34828.5 	34571.4 	33709.3 	32799.5 	31234.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,RO	59211.6 p	52588.0 	55002.5 	51934.0 	48083.2 	43647.5 	37143.4 	33232.9 	31062.9 	27025.7 	27158.0 	24672.1 	21829.8 	27118.1 	25279.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,SE	108547.9 	98903.4 	103260.6 	100056.2 	97686.0 	93106.3 	86548.3 	81104.8 	79113.7 	77502.2 	78869.1 	72828.8 	63955.8 	74896.4 	73267.7 	66140.0 	61295.1 	58751.3 	55157.8 	47039.8 	47115.0 	48494.5 	42982.3 	41318.9 	37287.6 	33283.2 	32227.9 	29984.6 	26465.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,SI	20534.4 	17669.1 	19761.0 	19006.4 	18033.2 	16252.4 	15212.7 	14475.4 	13999.0 	14147.9 	14656.3 	14048.7 	13401.7 	16173.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,SK	24856.0 	21998.0 	23885.3 	23386.2 	22666.7 	22186.3 	21099.9 	19257.1 	18444.1 	17452.0 	17440.3 	16646.9 	14479.3 	20959.4 	18652.5 	18184.7 	19322.7 	18047.6 	13112.7 	11168.0 	11670.3 	9443.9 	9377.5 	9546.4 	8734.0 	6944.9 	5499.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2111,UK	: 	: 	336176.9 	337146.9 	328924.7 	321627.7 	308573.2 	292192.8 	275795.3 	262824.2 	254554.9 	251259.0 	236964.1 	266175.7 	280734.5 	300830.6 	270131.9 	252766.5 	243831.6 	246422.4 	224011.1 	203643.5 	192616.8 	178286.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,AT	29416.5 	25634.9 	33970.2 	32634.8 	30432.1 	28540.3 	26415.4 	25813.2 	24197.7 	22386.3 	21798.9 	20089.1 	17407.7 	23092.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,BE	23225.6 p	23409.7 p	46161.6 	44794.8 	44882.3 	41857.2 	40285.7 	38020.1 	35724.6 	35926.1 	37332.5 	33976.0 	30130.6 	35621.0 	34929.0 	34639.6 	32791.2 	31843.5 	29689.6 	28607.7 	29945.4 	29846.0 	26253.3 	5.4 	7.3 	63.4 	15.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,BG	6902.7 	6292.6 	6881.1 	6499.4 	6211.2 	6094.8 	5470.5 	4895.4 	4350.8 	3983.2 	3836.2 	3594.0 	3806.7 	4592.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,CY	1204.8 p	925.1 p	2379.3 	2437.5 	2107.5 	1627.9 	1910.3 	1536.4 	1425.2 	1573.2 	1641.4 	1714.3 	1549.8 	1831.6 	1853.7 	1423.3 	1392.9 	1302.2 	1196.0 	1153.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,CZ	: 	: 	23828.2 	23809.1 	22395.5 	21711.0 	20684.1 	19268.7 	17053.1 	15866.9 	15684.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,DK	25239.2 	23078.6 	33870.6 	33925.0 	32471.8 	30684.4 	30237.2 	29004.4 	28344.1 	28659.9 	28120.6 	25956.9 	25473.1 	29346.8 	27841.3 	25522.3 	22212.5 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,EE	3626.0 	3207.4 	4186.6 	4056.1 	3887.8 	3758.1 	3527.0 	4673.7 	4615.8 	5950.3 	5738.8 	4290.8 	3510.5 	4761.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,EL	6790.4 p	5892.8 p	8919.3 	9160.3 	8595.9 	8183.4 	7489.1 	7893.8 	7282.2 	8240.5 	8432.1 	9004.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,FI	23504.4 	21857.5 	25703.2 	25346.4 	24109.3 	23122.1 	22099.7 	21419.4 	21056.6 	19616.6 	18745.1 	17657.0 	16963.9 	19504.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,FR	72569.3 	65786.7 p	99013.6 p	95826.5 	90234.4 	84656.3 	80089.0 	75818.3 	71140.0 	72584.3 	71078.1 	65512.0 	63023.1 	81628.1 	82120.5 	76304.7 	71355.8 	65180.4 	53251.2 	56521.1 	56524.1 	57015.5 	51526.3 	47670.1 	43213.6 	39216.5 	36585.8 	34311.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,HU	18763.4 p	18805.3 	22383.0 	21000.2 	19343.6 	18055.8 	17481.9 	15637.7 	13469.6 	11493.4 	12373.8 	11776.4 	10182.1 	12010.2 	17348.5 	13708.8 	11607.5 	10306.0 	5472.6 	4940.8 	4303.5 	4118.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV10_MEUR,P7_S2112,IE	7023.5 	6223.5 	47642.4 	44346.5 	39793.6 	38014.4 	37875.6 	39382.9 	36370.9 	35690.5 	37969.1 	38089.4 	37744.7 	42248.4 	44864.2 	39121.5 	35286.4 	31083.5 	32248.7 	39870.1 	38651.5 	31800.1 	26128.5 	40825.7 	31952.8 	27389.1 	24220.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
